王子,,,,,,,,,,王子,,,,王
勇气,,没有勇气的,,,,,,,,,,,,情
赤,红,深红的,红的,红色的,染上红色的,染上了红色的,一身红色,穿着红色的,,红,绯红,红,绯红,色
青,蓝,深蓝的,蓝的,青色的,染上蓝色的,染上了蓝色的,一身蓝色的,穿着蓝色的,,蓝,,蓝,,色
白,纯白,很白的,白色的,白的,染上白色的,染上了白色的,一身白色的,穿着白色的,,白,,白,,色
黄,,,,黄色的,染上黄色的,染上了黄色的,一身黄色的,穿着黄色的,,黄,,黄,,色
紫,,,,,染上紫色的,染上了紫色,一身紫色的,穿着紫色的,,紫,,紫,,色
黑,漆黑,很黑的,黑色的,黑的,染上了黑色的,染上黑色的,一身黑色的,穿着黑色的,,黑,,黑,,色
金,黄金,,,,染上金色的,染上了金色的,一身金色的,穿着金色的,,金,,金,金色,色
银,银色,,,,染上银色的,染上了银色的,一身银色的,穿着银色的,,银,,银,,色
光,光线,追求光明的,有光明的,没有光明的,曙光的,见光死的,身披神光的,舍弃光明的,朝向光明的,光,,,,色
暗,常暗,追求黑暗的,倾向黑暗的,逃避黑暗的,染上黑暗的,染上了黑暗的,身披黑暗的,朝向黑暗的,舍弃黑暗的,黑暗,,,,色
彩虹,,追求彩虹的,朝向彩虹的,寻找彩虹的,,,,,,七色,,彩虹,,色
暗黑,暗影,吞噬黑暗的,倾向暗黑的,极尽暗黑的,染上暗黑的,染上了暗黑的,暗朝向暗黑的,身处暗黑之中的的,潜藏于暗黑之中的,暗,影,暗影,,色
纯白,,,,,,,,,,,,,,色
漆黑,,,,,,,,,,,,,,色
红莲,红,,,,,,,,,,,,,色
神,绝对神,为了神的,神是,,,,,,,神,,神,,神
皇帝,帝,,,,,,,,,帝王,,皇帝,,神
法王,教皇,,,,,,,,,法王,法皇,,,神
王,大公,,,,,,,,,王,君主,王,,神
战士,斗士,,,,,,,,,战士,斗士,斗士,,人
不死者,死者,,,,,,,,,永生,死亡,永生,死者,人
公爵,伯爵,,,,,,,,,领主,公爵,,,人
骷髅,骸骨,,,,,,,,,骸骨,骨,骸骨,骨,人
剑士,剑斗士,,,,,,,,,剑士,,,,人
佣兵,保镖,,,,,,,,,佣兵,,佣兵,保镖,人
魔术师,魔法使,,,,,,,,,巫师,法师,巫师,巫术,人
骑士,骑兵,,,,,,,,,骑士,,骑士,,人
炼金术士,炼金师,,,,,,,,,炼金术师,,,,人
天使,,,,,,,,,,天使,,天使,,人
使徒,使者,,,,,,,,,使徒,先知,,,人
医生,医师,,,,,,,,,医生,医师,医生,医术,人
小偷,强盗,,,,,,,,,强盗,,,,人
盗贼,窃贼,,,,,,,,,盗贼,,窃贼,,人
僧侣,僧兵,,,,,,,,,牧师,僧侣,,,人
勇者,勇士,,,,,,,,,,,勇士,勇气,人
霸者,支配者,,,,,,,,,支配者,,主人,,人
贤者,智者,,,,,,,,,贤者,,,,人
冒险者,旅人,,,,,,,,,旅行者,,旅人,,人
逃亡者,放浪者,,,,,,,,,放浪者,,徘徊,,人
流氓,流民,,,,,,,,,流民,,浪人,,人
诗人,吟游诗人,,,,,,,,,吟游诗人,诗人,,,人
狼,白狼,,,,,,,,,狼,,,,人
狮子,金狮子,,,,,,,,,狮子,,狮子,,人
幻术师,幻术师,,,,,,,,,幻术师,,,,人
催眠术师,,,,,,,,,,,,,,人
少年,青年,像少年一样的,少年样的,,,,,,,少年,男子,少年们,男人们,人
少女,淑女,少女样的,像少女一样的,,,,,,,女孩,女孩,女孩们,,人
老人,,老头腔,像老人一样的,,,,,,,,,上古,长者,人
孩子,子,孩子样,像孩子一样的,,,,,,,孩子,,孩童,,人
婴儿,,,,,,,,,,婴孩,,婴儿,,人
死人,丧尸,,,,,,,,,死者,不死者,死者,,人
尸,骸,,,,,,,,,尸体,,,,人
龙,龙,统帅龙的,猎杀龙的,乘坐龙的,吃龙的,被龙干掉的,喜欢龙的,爱上龙的,,龙,龙骑士,龙,,人
怪人,怪物,看上去像怪物一样,和怪物一样,抛弃人性的,杀死怪物的,弑怪的,,,,怪物,巨兽,,,人
异人,异邦人,从很远的地方过来的,无人知道的,陌生国家的,异国的,异邦的,从异国来的,,,异形,,异邦人,,人
狂人,发狂,看上去像发狂了似的,像是疯子一样,发疯了似地,发疯了似的,,,,,狂人,,疯狂,,人
天才,鬼才,充满才能的,,,,,,,,天才,,,,人
天童,圣子,,,,,,,,,才子,,,,人
中毒者,中毒患者,中毒了,中毒了,中毒,得病了,上瘾,,,,成瘾者,成瘾,上瘾者,,人
那位,流浪者,那是,之后,哪里,那是,那才是,那是,,,成瘾者,成瘾,上瘾者,,人
病人,患者,像病人一样,装病,生病的,被感染的,带病的,染上疾病了的,,,病人,,,,人
恋人,爱人,像恋人一样的,像爱人一样的,爱人是,恋人是,献出爱人,献出恋人,,,爱人,恋人,爱人们,被爱的,人
父,双亲,父亲给的,从父亲那收到的,为了父亲,父亲是,献出父亲,献出双亲,弑亲的,弑父的,父亲,,家族,,人
母,圣母,母亲给的,从母亲那收到的,为了母亲,母亲是,弑母的,献出母亲的,,,母亲,圣母,,,人
哥哥,姐姐,哥哥给的,从哥哥那里收到的,为了哥哥,哥哥是,献出兄长,献出姐姐,弑兄的,弑姐的,兄弟,姐妹,兄弟,姐妹,人
妹妹,弟弟,为了妹妹,为了弟弟,妹妹是,弟弟是,献出妹妹,献上妹妹,弑妹的,,,,,,人
儿子,女儿,为了儿子,为了女儿,妹妹是,弟弟是,儿子是,女儿是,,,儿子,女儿,,,人
兄弟,姐妹,为了兄弟,为了姐妹,兄弟是,姐妹是,,,,,兄弟情,姐妹情,,,人
鬼魂,幽灵,猎杀幽灵的,猎杀鬼魂的,寻找幽灵的,鬼上身的,被灵附体的,带着背后灵的,能和灵说话的,,鬼魂,活尸,,,人
虎,白虎,猎杀老虎的,弑虎的,像老虎一样的,杀死老虎的,操控老虎的,带着老虎的,虎口脱险的,食虎的,虎,,虎,,人
巨人,巨汉,弑巨人的,像巨人一样的,杀死巨人的,操控巨人的,食巨人的,从巨人脚下逃脱的,隐藏在巨人中的,猎杀巨人的,巨人,,巨人,,人
兽,动物,有兽性的,猎杀动物的,像动物一样,弑兽的,喜欢动物的,爱上动物的,吃动物的,从动物爪下逃脱的,动物,,动物,,人
钓鱼者,钓鱼师,享受钓鱼的,钓了满满一箱的,钓了太多的,喜欢钓鱼的,爱上钓鱼的,被钓的,被钓太多的,被钓,鱼,钓鱼,鱼,,人
反逆儿,反抗者,反抗的,反逆的,不对抗,针锋相对的,对峙,不屈服,不会屈服,站起,叛军,,反叛,,人
,抵抗者,,,,,,,,,抵抗军,,,,人
信徒,崇拜者,像信徒一样,像信徒一样,杀死信徒的,弑杀信徒的,猎杀信徒的,讨厌信徒的,从信徒中逃脱的,成为信徒的,邪教徒,教徒,邪教徒,,人
武士,侍,武士道的,侍魂的,,,,,,,武士,武士,武士,武士,人
忍者,忍,,,,,,,,,忍者,,忍者,,人
将军,教官,,,,,,,,,将军,上将,将军,上将,人
鬼,妖怪,猎杀鬼怪的,猎杀妖怪的,弑鬼的,弑妖的,从鬼那逃脱的,像鬼一样的,像鬼一样的,食鬼的,恶灵,,咒怨,,人
猫,小猫,猎杀猫的,猎杀小猫的,喜欢猫的,操控猫的,像猫一样的,养猫的,从猫爪下逃脱的,食猫的,猫,,,,人
狗,小狗,猎杀狗的,猎杀小狗的,喜欢狗的,操控狗的,像狗一样的,养狗的,从狗爪下逃脱的,食狗的,狗,,,,人
鹰,鹫,猎杀鹰的,猎杀鹫的,操控鹰的,操控鹫的,带着鹰的,带着鹫的,像鹰一样的,像鹫一样的,鹰,鹞,,,人
武人,智将,,,,,,,,,,,,,人
智者,文人,,,,,,,,,,,,,人
射手,守林人,,,,,,,,,,,,,人
愚者,小丑,像小丑一样的,扮演小丑的,讨厌小丑的,,,,,,愚人,,愚人,,人
指挥者,表现者,,,,,,,,,专家,领导者,,,人
放浪者,探求者,流浪的,徘徊的,漂泊的,爬行着的,彷徨的,,,,徘徊者,彷徨者,徘徊者,彷徨,人
策士,,策划计谋的,思考计谋的,准备计谋的,,,,,,,,,,人
善人,伪善者,善良的,善良的,伪善者样的,善人样的,不好的,,,,,,,,人
恶人,,坏的,罪恶的,恶人样的,罪恶样的,不坏的,,,,,,,,人
少女,女神,猎杀少女的,猎杀女神的,,,,,,,美神,,美神,,人
左腕,右腕,,,,,,,,,左手,右手,左,,人
菜鸟,新星,,,,,,,,,新人,新手,,,人
胜负师,赌博师,,,,,,,,,赌博师,赌博,赌博,,人
骗子,老千,欺骗,被骗的,被骗的,,,,,,豹,,,,人
贵公子,,,,,,,,,,,,,,人
使唤,奴隶,,,,,,,,,奴隶,,,,人
仆人,下仆,,,,,,,,,,,,,人
背叛者,卖国奴,被背叛了,,,,,,,,背叛者,,,,人
失足妇女,失足妇女,,,,,,,,,红尘中人,,勾栏中人,,人
美人,贵妇人,,,,,,,,,美人,美人,女士,美丽,人
美男子,绅士,,,,,,,,,领主,,领主,,人
人,人类,非人,想成为人,讨厌人的,吃人的,养人的,猎杀人类的,统治人类的,,人,,人,,人
士兵,兵,,,,,,,,,士兵,,士兵,,人
审判,裁决,裁决,裁决的,被裁决的,裁决的,,,,,裁判,审判,,,人
喝醉的,,喝醉了的,,,,,,,,醉汉,,醉醺醺的,,人
入侵者,,,,,,,,,,侵略者,,,,人
蜘蛛,,像蜘蛛一样的,,,,,,,,蜘蛛,,,,人
隐者,,,,,,,,,,隐士,,隐士,,人
救世主,,,,,,,,,,救世主,圣者,,,人
恶魔,魔,像恶魔一样的,恶魔般的,恶魔般的,被恶魔俯身的,,,,,恶魔,魔王,,,人
炮兵,狙击手,,,,,,,,,狙击手,,,,人
教授,,,,,,,,,,教授,,教授,,人
猎犬,看门狗,,,,,,,,,看门狗,,,,人
,,修时钟的,修机器的,,,,,,,,,,,人
杀手,暗杀者,杀,,,,,,,,杀手,,,,人
掠夺者,逃亡者,,,,,,,,,,,,,人
上校,,,,,,,,,,上校,,上校,上校,人
权化,化身,,,,,,,,,,,,,人
敌人,仇人,,,,,,,,,敌人,,,,人
防御者,守护者,,,,,,,,,防卫者,,防卫者,,人
治疗者,治疗,治愈,被治愈的,被治愈,被治愈的,没治好的,,,,治愈,治愈者,治愈,,人
伙伴,友,同伴很多的,没有同伴的,丢下同伴的,寻找同伴的,想要朋友的,,,,朋友,,友好,,人
英雄,,想成为英雄的,嫉妒英雄的,憧憬英雄的,被称为英雄的,,,,,英雄,,英雄,,人
豪杰,,,,,,,,,,,,,,人
奴隶,罪人,有罪的,背负着罪的,被冤枉的,无罪的,为罪困苦的,,,,奴隶,,奴隶,,人
魔女,恶女,,,,,,,,,女巫,,女巫,,人
重战士,重骑士,,,,,,,,,,,,,人
龙儿,圣子,,,,,,,,,,,,,人
人偶,,,,,,,,,,傀儡,,傀儡,,人
妻,人妻,,,,,,,,,人妻,,,,人
夫,,,,,,,,,,,,,,人
主谋者,,,,,,,,,,,,,,人
罪人,,,,,,,,,,,,罪人,,人
名人,仙人,,,,,,,,,达人,,达人,,人
达人,,,,,,,,,,,,,,人
老板,主,,,,,,,,,老板,,,,人
冥界,地狱界,,,,,,,,,,,,,世界
彗星,陨石,,,,,,,,,陨石,彗星,陨石,彗星,星
月,月光,月明的,击碎月亮的,,,,,,,月,月光,月,,星
太阳,阳光,,,,,,,,,日,日光,,,星
星,星屑,,,,,,,,,星,星尘,星,星尘,星
石,魔石,,,,,,,,,石,岩,,,石
钻石,钻石,,,,,,,,,钻石,,,,石
绿宝石,,,,,,,,,,绿宝石,,,,石
红宝石,,,,,,,,,,红宝石,,,,石
珍珠,,,,,,,,,,珍珠,,,,石
钢,钢铁,,,,,,,,,钢铁,,,,石
铜,青铜,,,,,,,,,青铜,,,,石
白金,白银,,,,,,,,,,,,,石
水晶,,,,,,,,,,,,,,石
冰,冰河,像冰河一样,,,,,,,,冰,,冰,,属
水,,,,,,,,,,水,,水,水,属
火,火炎,像火一样,,,,,,,,火,烈焰,火,烈焰,属
土,大地,,,,,,,,,地,大地,地,大地,属
雷,,像雷电一样,,,,,,,,雷,,雷,,属
炎,,像炎一样,,,,,,,,,,,,属
沙,沙漠,,,,,,,,,沙,沙漠,沙,沙漠,属
空,大空,翱翔天空的,,,,,,,,空,,空,比天高的,属
天空,天,翱翔天空的,,,,,,,,以太,,以太,,属
神圣,,神圣的,神圣的,圣洁的,,,,,,,,神圣,,属性
祝福,,被祝福的,祝福的,,,,,,,祝福,,受祝福的,,属性
邪恶,恶,邪恶的,邪恶的,邪恶的,,,,,,邪恶,,邪恶,极恶,属性
诅咒,咒缚,被诅咒了的,诅咒,被诅咒的,,,,,,诅咒,,受诅咒的,,属性
善,慈善,善良的,,,,,,,,善,,善良,,属性
混沌,,混沌的,混沌的,服从混沌的,崇拜混沌的,统治混沌的,染上混沌之色的,带来混沌的,,混沌,混沌,混沌,,属性
秩序,节制,秩序的,有秩序的,秩序的,服从秩序的,崇拜秩序的,染上秩序之色的,带来秩序的,,秩序,秩序,有序,均衡,属性
均衡,,,,,,,,,,,,,,属性
中立,中庸,中立的,中立的,,,,,,,中立,,中立,,属性
影,幻影,有影的,无影的,潜藏在影子里的,消失于影子中的,,,,,影,暗影,,,属性
云,暗云,,,,,,,,,,,,,属性
贵族,,,,,,,,,,,,,,族
王族,王室,,,,,,,,,,,,,族
魔族,,,,,,,,,,,,,,族
精灵,,,,,,,,,,,,,,族
妖精,,,,,,,,,,,,,,族
雪,雪月花,,,,,,,,,,,,,族
一族,一家,,,,,,,,,,,,,族
手,右腕,,,,,,,,,,,,,体
指,,,,,,,,,,,,,,体
腕,,,,,,,,,,,,,,体
脚,,,,,,,,,,,,,,体
脑,,,,,,,,,,,,,,体
瞳,,,,,,,,,,,,,,体
舞,舞蹈,起舞,跳着舞,一个劲地跳舞,跳舞跳得太多了,不能跳舞,能跳舞,被叫起跳舞,跳不动,舞,,舞动的,,动
笑,失笑,笑着,笑着,笑过头了,能笑,不能笑,笑不出来,笑了,被嘲笑,笑,,嘲笑的,,动
微笑,微笑,微笑,微笑过头,微笑不出来,,,,,,微笑,,微笑的,,动
飞翔,飞行,飞,飞得太高,飞得太高了,能飞,飞,不能飞,飞翔,被放飞,飞,飞行,飞翔,,动
跳跃,飞跃,跳跃,跳得太多,跳得太多了,能跳,,跳不了,,,跳跃,跳跃,,跳跃的,动
停滞,停止,停下,停止,停不下来,停下,无法停下,停止了,不让停,被停下来,停滞,,,,动
叫喊,雄叫,喊叫,一个劲叫唤,叫唤太多,能叫,叫不出来,不让叫,哭泣,,呐喊,呼号,,,动
哭泣,号泣,抽泣,哭着叫,一个劲哭,哭太多,不能哭,能哭,不哭,让别人哭,哭声,,哭泣,,动
破坏,坏灭,毁灭,破坏太多,破坏太多了,被破坏了,被破坏,不会被破坏,破坏,,破坏,,破坏,,动
破灭,消灭,消灭,不被破坏,破坏掉,坏掉了,,,,,毁灭,,,,动
呻吟,呻吟声,呻吟,一个劲得呻吟,呻吟太多,能呻吟,呻吟不出来,呻吟得太多了,苦闷,,恸哭,,悲恸,,动
喘息,喘息声,喘息着,一个劲喘息,,还能喘息,挣扎,痛苦地挣扎,扭动身体,,,,,,动
,,舔,被舔,舔太多了,,,,,,,,,,动
反抗,反逆,咬,不咬,不咬,咬,,,,,,,,,动
抵抗,抗争,反抗,不反抗,不反抗,反抗,,,,,抵抗,,,,动
反抗,,反抗,不反抗,不反抗,反抗,,,,,,,,,动
挑战,,挑战,,,,,,,,挑战,,,,动
,,苏醒,,,,,,,,,,,,动
复活,,复活了的,,,,,,,,,,,,动
再生,,,,,,,,,,,,,,动
乱交,,,,,,,,,,,,,,动
谋反,,,,,,,,,,,,,,动
调教,,被调教了,,,,,,,,,,,,动
调和,,,,,,,,,,,,,,动
响,,,,,,,,,,,,,,动
共鸣,,共鸣,,,,,,,,,,,,动
支配,,被支配,从支配下逃离,,,,,,,,,,,动
豹,,像豹一样的,,,,,,,,,,,,动物
隼,,像隼一样的,,,,,,,,秃鹰,,,,动物
蝎,,,,,,,,,,,,,,动物
蛇,,,,,,,,,,,,,,动物
狐,,,,,,,,,,,,,,动物
收获,,,,,,,,,,收获,,丰收,,普
地平线,水平线,,,,,,,,,地平线,,,,普
破灭,破局,破灭了,破局了,破灭,,,,,,毁灭,,毁灭,,普
震撼,地震,震撼,,,,,,,,地震,震灾,,,普
侠,侠义,,,,,,,,,,,,,普
仁,仁义,,,,,,,,,,,,,普
不可思议,,不可思议的,,,,,,,,,,,,普
孤高,孤独,孤高的,,,,,,,,孤寂,,孤独,,普
法,无法,法外的,违法的,,,,,,,法则,,非法,合法,普
战车,重战车,,,,,,,,,坦克,,,,物
麻药,没要,像麻药一样的,,,,,,,,禁药,,,,物
钥匙,,,,,,,,,,钥匙,,,,物
肉体,肉,讨厌肉的,不胖不瘦正好的,喜欢肉的,,,,,,肉,肉体,鲜肉,肉感,物
精神,心,有心,没心的,无心的,有心的,心胸狭窄,心胸广阔,,,心灵,心神,灵异,,物
骨,骸骨,骨感的,只有骨头,尽是骨头的,,,,,,骸骨,骷髅,骷髅,,物
塔,,潜藏在塔里的,到处都是塔的,,,,,,,塔,,,,物
要塞,寨子,藏在要塞里的,到处都是要塞的,藏在寨子里的,到处都是寨子的,,,,,要塞,,,,物
斗争,争夺,,,,,,,,,,,,,万能
魂,心脏,,,,,,,,,灵魂,心灵,灵魂,心灵,万能
至宝,,,,,,,,,,,,,,万能
终焉,最后的,最后,,,,,,,,,,,,万能
死,终结,,,,,,,,,死亡,终结,死亡,,万能
终点,末路,还未结束的,还未结束的,不能结束的,永远地继续,,,,,,,无尽,,万能
伤,伤痕,致命的,致命地,,,,,,,疤痕,,疤痕,,万能
失败,,,,,,,,,,失败,败退,,,万能
败北,败者,败北了,,,,,,,,,,,,万能
胜利,霸者,胜利了,,,,,,,,胜利,,,,万能
胜利者,胜者,,,,,,,,,冠军,,,,万能
败者,,,,,,,,,,败者,,,,万能
奇迹,,唤醒奇迹的,引发奇迹的,,,,,,,,,奇迹,,万能
惊愕,,惊愕了,,,,,,,,,,,,万能
机械,,,,,,,,,,,,,,万能
活祭品,,成为了活祭品,,,,,,,,,,,,万能
物语,,,,,,,,,,,,,,万能
胡须,,,,,,,,,,,,,,万能
魔法,,,,,,,,,,,,,,万能
堕落,,堕落了的,堕落了的,,,,,,,,,,,万能
十字,十字架,,,,,,,,,,,,,万能
玩具,玩具,,,,,,,,,,,,,万能
性,魔性,,,,,,,,,,,,,万能
完全,完好无损,完全的,,,,,,,,,,,,万能
尽头,,没有终点的,,,,,,,,,,,,万能
违背道德,,,,,,,,,,,,,,万能
世纪,时代,,,,,,,,,,,,,万能
开始,创世,,,,,,,,,,,,,万能
终结,终焉,结束了的,,,,,,,,,,,,万能
连锁,,连锁,连锁了的,,,,,,,,,,,万能
螺旋,,,,,,,,,,螺旋,,螺旋,,万能
血,血痕,沾满鲜血的,尽是血的,,,,,,,鲜血,,喋血,,万能
世界,,,,,,,,,,世界,,世界,,万能
戒律,,,,,,,,,,,,,,万能
回忆,,,,,,,,,,,,,,万能
记忆,,丧失记忆,追寻记忆,留下记忆,,,,,,,,,,万能
放心,心乱,放心了,心乱了,,,,,,,,,,,万能
惩罚,罚,惩戒,有罪的,为罚所苦的,被惩戒了的,,,,,,,,,万能
罪,冤罪,无罪的,为罪所苦的,背负着罪的,,,,,,,,,,万能
微热,,,,,,,,,,,,,,万能
笼,,笼子中的,困于笼中的,出不了笼子的,,,,,,,,,,万能
胁迫,迫害,威胁,被胁迫的,被迫害的,,,,,,,,,,万能
快乐,愉悦,沉溺于快乐之中的,寻求快乐的,,,,,,,,,,,万能
飞龙,海龙,,,,,,,,,,,,,万能
王牌,攻击者,,,,,,,,,,,,,万能
指环,项圈,,,,,,,,,戒指,护符,,,万能
魔力,魔法,,,,,,,,,魔力,,魔法,,万能
弱点,,,,,,,,,,,,,,万能
收获,,,,,,,,,,收获,,丰收,,万能
瞬间,一瞬,赌上这一瞬间,闪耀一瞬间,瞬间,,,,,,瞬间,,,,万能
融合,合体,合体了的,融合了的,合体了的,,,,,,合体,,合体,,万能
溶岩,,熔化了的,半熔化的,正在熔化的,,,,,,,,,,万能
同步,,同步的,被同步的,同步了的,,,,,,,,,,万能
雾,,被雾所覆盖的,,,,,,,,雾,,,,万能
逃亡,逃跑,逃亡的,逃跑,被逃走的,,,,,,逃离,,,,万能
忘却,失足,无法忘记的,忘记了的,被遗忘的,,,,,,,,,,万能
大风暴,,呼风唤雨,呼风唤雨的,,,,,,,风暴,,暴风,,万能
无限,回归,无限地继续,回归的,,,,,,,永恒,无限,永恒,无限,万能
灾难,灾祸,引来灾难,引来灾难的,,,,,,,,,,,万能
遗产,,继承遗产的,,,,,,,,遗产,,,,万能
深渊,,窥视深渊的,误入深渊的,窥视深渊的,掉入深渊的,,,,,,,,,万能
虐杀,抹杀,被虐的,被抹杀的,虐杀的,抹杀的,虐杀太多的,,,,杀戮,,,,万能
命运,命中注定,命运的,未定的,被定下来的,定下来的,违背命运的,违背既定事项的,服从于命运的,服从于既定事项的,命运,,,,万能
宿命,车轮,,,,,,,,,齿轮,,,,万能
幻,梦幻,幻想的,虚幻般的,,,,,,,幻影,,幻影,,万能
世界,,世界的,统治世界的,背负世界的,,,,,,世界,,世界,,万能
梦,,有梦想的,没梦想的,看见梦想的,常常做梦的,做梦的,追梦的,,,梦想,,幻梦,梦中,万能
拳,,靠拳头而生的,用拳杀死的,,,,,,,拳,重拳,,,万能
预感,预言,被预言的,被预言的,违背预言的,遵从预言的,预言的,,,,预言,预感,预感,,万能
不净,肮脏,不净的,肮脏的,不净的,肮脏的,被污染的,,,,,,,,万能
正义,大义,,,,,,,,,正义,,,,万能
歌,唱,唱歌的,唱歌的,,,,,,,歌,,,,万能
胆小,腐坏,腐烂了的,腐烂了的,腐烂的,没有腐烂,腐烂,不让腐烂的,不胆小,,,,腐烂,,万能
发,,,,,,,,,,,,,,万能
我,你,我是,吾是,吾辈是,你是,您是,鄙人是,,,,,,,万能
声音,言语,无声的,无言的,,,,,,,嗓音,,,,万能
